Domain Name,Total Traffic,Type,Description
landrover.dk,120248,None,
mazda.dk,119028,None,
dahlpedersen.dk,116800,None,
autotilbud.dk,116672,None,
chausson-camping-cars.fr,116608,None,
seat.dk,112488,None,
motorcykelgalleri.dk,112231,None,
almbrand.dk,109862,None,
carpardoo.dk,102032,None,
fiatforum.com,102032,None,
xlmoto.dk,98936,marketplace,
cupraofficial.dk,97618,None,
carcarefreaks.eu,97324,News/Blog,The website provides information and content related to car care and maintenance.
gomore.dk,95405,marketplace,"Gomore.dk is a platform for carpooling and ridesharing, allowing users to share rides and travel together."
applusbilsyn.dk,94257,None,
saphe.dk,93782,None,
mgmotors.dk,93092,None,
am.dk,92348,None,
o-service.dk,92296,None,
daekleader.dk,90411,None,
bilhusethaldrup.dk,89448,None,
bmf1.dk,89448,None,
lupo3lklub.dk,88120,None,
au2web.dk,87488,None,
autohuset-vestergaard.dk,87177,None,
semler.dk,86516,None,
renault.dk,82572,None,
honda.dk,82472,None,
mctc.dk,81973,None,
nicehair.dk,288709,marketplace,
made4men.dk,190929,marketplace,
billigparfume.dk,172379,None,
notino.dk,144797,marketplace,
sephora.dk,143236,None,
vitacreme.dk,117936,None,
beautycos.dk,92222,None,
cocopanda.dk,83637,marketplace,
lookfantastic.dk,71496,None,
parfumdreams.dk,63660,None,
normal.eu,60152,None,
icgroup.dk,49226,None,
king-david-afroshop.de,43728,None,
hair247.dk,31273,None,
beautyakademiet.dk,30480,None,
danishskincare.dk,29152,None,
lash-care.dk,26086,None,
bangerhead.dk,24949,marketplace,
cosmos-co.eu,23244,None,
styleroom.dk,21670,None,
hospeter.dk,19574,None,
curlsforyou.dk,19574,None,
parfume-klik.dk,18420,None,
dermaspace.dk,17678,None,
myhair.dk,17296,None,
nailster.dk,17296,None,
tilfrisoren.dk,15904,None,
theladybox.dk,15240,None,
ilovebeauty.dk,15240,None,
pureandcare.dk,15240,None,
easygates.co.uk,524736,None,
plusled.dk,109266,None,
lk.dk,109118,None,
makersupplies.dk,84436,None,
lavprisel.dk,68502,marketplace,
sunflux.dk,49232,None,
lensunsolar.com,43728,None,
lyskilderdirekte.dk,41267,None,
danbit.dk,39128,None,
minielektro.dk,38390,None,
let-elektronik.dk,36415,None,
arduinotech.dk,34072,None,
troelsgravesen.dk,33067,None,
electronic-supply.dk,31248,None,
willys-hifi.com,31011,None,
elsag.dk,30608,None,
axencrone.net,30008,None,
luminex.dk,29848,None,
visaton.de,29216,None,
scargill.net,29152,News/Blog,"providing information and blog posts on various topics including technology, home automation, and more."
lscontrol.dk,29152,None,
xpmetaldetectors.com,29152,ecommerce,This website is an ecommerce platform that sells metal detectors and related accessories.
myarduino.dk,29152,None,
flux3dp.com,29152,None,
krkmusic.com,29152,None,
sens4.com,29152,None,
scan-speak.dk,29152,None,
bels.dk,24990,None,
migogvejen.dk,22136,None,
digikey.dk,21080,None,
yousave.dk,20016,marketplace,
sif.dk,19888,None,
elma.dk,19480,None,
prelectronics.com,19224,None,
ardustore.dk,18472,None,
ingemanncomponents.com,17928,None,
system-audio.com,17896,None,
cyberfarm.dk,17535,None,
halla.eu,15936,None,
elviden.dk,15904,None,
jdb-elteknik.dk,15368,None,
whadda.com,15240,None,
ultralineshop.dk,15240,None,
elcon.dk,15240,None,
proshop.dk,4170374,marketplace,
bilka.dk,2318396,marketplace,Bilka.dk is an ecommerce platform that sells products from various brands.
hardwareonline.dk,1756083,None,
computersalg.dk,843510,None,
hifiklubben.dk,432045,None,
mytrendyphone.dk,423391,None,
recordere.dk,411990,News/Blog,"recordere.dk is a website that provides news and information about audio and video equipment, home entertainment, and related technology."
forbrugsguiden.dk,384246,None,
lampeguru.dk,339782,None,
komplett.dk,309833,marketplace,
whiteaway.com,287096,marketplace,
fcomputer.dk,266635,None,
nettoparts.dk,204083,None,
bosch-home.dk,200354,None,
lydogbillede.dk,199618,None,
bekent.dk,199326,None,
philips.dk,196515,None,
av-connection.dk,195086,None,
flatpanels.dk,192392,News/Blog,"Flatpanels.dk is a website that provides news, reviews, and information about TVs and display technology."
batteribyen.dk,190256,None,
maxgaming.dk,179928,None,
pdfmanualer.dk,179925,None,
mm-vision.dk,167709,None,
prisjagt.dk,162266,marketplace,
expert.dk,153276,News/Blog,Expert.dk is a news and information website providing articles and content related to various topics.
danguitar.dk,150074,None,
mobilcovers.dk,143539,None,
dustinhome.dk,121742,marketplace,
punkt1.dk,119100,News/Blog,
scandinavianphoto.dk,117020,None,
whiteaway.dk,114594,marketplace,
greenmind.dk,113608,None,
elektronik-lavpris.dk,105674,marketplace,
powerbanken.dk,93543,None,
pulsure.dk,88534,None,
mobilpriser.dk,87796,None,
sharkgaming.dk,86351,None,
nexsmart.dk,84552,None,
sony.dk,81520,None,
fotoc.dk,80288,None,
audiocompagniet.dk,78059,None,
billigtoner.dk,76632,ecommerce,Billigtoner.dk is an ecommerce platform that sells printer toner and ink cartridges.
jabra.dk,74880,None,
ipcam-shop.dk,72794,None,
infshop.dk,68922,None,
elsalgaalborg.dk,68614,None,
happii.dk,63566,None,
datamarked.dk,63089,None,
salgsbutikken.dk,60742,None,
capida.dk,59822,None,
skiftselv.dk,59694,None,
doro.com,58968,None,
frequence.dk,58896,None,
merlin.dk,57995,None,
beoworld.org,54894,None,
elsalg.dk,54298,marketplace,
hifi4all.dk,54266,None,
elextra.dk,53356,marketplace,
datalife.dk,51382,None,
humac.dk,50164,marketplace,
ninjakitchen.co.uk,50118,None,
repart.dk,46384,None,
geekd.dk,46376,None,
viaplay.dk,1982456,None,
nfbio.dk,1364817,None,
soundvenue.com,1059897,News/Blog,"Soundvenue.com is a music and entertainment news website that provides articles, reviews, and other content related to the music industry."
kino.dk,950093,News/Blog,
ticketmaster.dk,948103,None,
vega.dk,633992,None,
filmstriben.dk,429467,None,
kelz0r.dk,417850,marketplace,
kglteater.dk,357861,None,
billetto.dk,296682,None,
tivoli.dk,290321,None,
cinemaxx.dk,271590,None,
laserdisken.dk,254653,marketplace,
edderkop-kabale.dk,225368,None,
gaffa.dk,181947,News/Blog,"gaffa.dk is a Danish music magazine website providing news, reviews, and other music-related content."
moviehouse.dk,179364,None,
billetlugen.dk,177589,marketplace,
grandteatret.dk,170616,None,
musikhuset.dk,140298,marketplace,Musikhuset.dk is an ecommerce platform that sells musical instruments and equipment from various brands.
drkoncerthuset.dk,133300,None,
hitc.com,132704,News/Blog,hitc.com is a news and content publishing website providing information on various topics.
husetsteater.dk,131184,None,
billetten.dk,118842,None,
vielskerserier.dk,108199,None,
amagerbio.dk,107175,None,
vinylpladen.dk,100807,None,
livenation.dk,96356,None,
copenhell.dk,96176,None,
sfanytime.com,95900,None,
heavymetal.dk,95238,News/Blog,"Heavymetal.dk is a website that provides news, articles, and information related to heavy metal music."
ikastbio.dk,94160,None,
euroinvestor.dk,5424939,News/Blog,
finans.dk,2753988,News/Blog,"Finans.dk is a Danish website that provides news and information about finance, business, and economics."
danskebank.dk,2311906,None,
nordea.dk,2272313,None,
danskebank.com,2201890,None,
nordnet.dk,2151859,None,
borsen.dk,1739750,News/Blog,
nykredit.dk,1046640,None,
jyskebank.dk,965187,None,
valutaomregneren.dk,798768,None,
al-bank.dk,652683,None,
sydbank.dk,636821,None,
onpay.io,634485,None,
vestjyskbank.dk,599577,None,
mybanker.dk,537888,None,
valutakurser.dk,500600,None,
saxoinvestor.dk,479604,None,
pfa.dk,418492,None,
landbobanken.dk,408823,None,
sparnord.dk,407189,None,
riaenvia.net,359850,None,
sparkron.dk,357193,None,
lsb.dk,355060,None,
spks.dk,338661,None,
npinvestor.dk,329546,News/Blog,"npinvestor.dk is a news and information website focused on finance, investment, and business in Denmark."
topdanmark.dk,311102,None,
viabill.com,300922,None,
coopbank.dk,259038,None,
pensionsinfo.dk,254048,None,
home.saxo,243325,None,
totalkredit.dk,201390,None,
banknorwegian.dk,198279,None,
valutaomregner.dk,191288,None,
companiesmarketcap.com,153116,None,
samlino.dk,137641,None,
cryptonews.com,135109,News/Blog,Cryptonews.com provides news articles and information about cryptocurrency and blockchain technology.
billy.dk,126181,None,
dbs.com,124966,None,
facitbank.dk,121016,None,
rd.dk,120425,None,
nasdaqomxnordic.com,118846,None,
skjernbank.dk,115068,None,
djurslandsbank.dk,113331,None,
investorplace.com,109528,News/Blog,InvestorPlace is a financial news and advice website that provides investment information and analysis.
danicapension.dk,106355,None,
nordicapigateway.com,105933,None,
lunar.app,97200,None,
goldmoney.com,87456,None,
nemkonto.dk,80070,None,
bankly.dk,80034,None,
proinvestor.com,77976,News/Blog,"Proinvestor.com provides news, articles, and information related to investing and finance."
sampension.dk,77878,None,
resursbank.dk,75249,None,
coop.dk,3810780,marketplace,
valdemarsro.dk,2800589,News/Blog,"valdemarsro.dk is a blog website providing information on food, recipes, and lifestyle."
rema1000.dk,2122427,None,
arla.dk,1698065,None,
lidl.dk,1427492,None,
madensverden.dk,1296983,None,
mummum.dk,1071884,None,
nemlig.com,680617,marketplace,
just-eat.dk,661076,marketplace,
meny.dk,635403,marketplace,
nogetiovnen.dk,555275,None,
gastrofun.dk,509443,None,
gourministeriet.dk,471915,None,
motatos.dk,447636,None,
webopskrifter.dk,446917,News/Blog,
madenimitliv.dk,385923,None,
stinna.dk,320317,None,
musclehouse.dk,285934,None,
mandekogebogen.dk,272753,None,
hellofresh.dk,257758,None,
whisky.dk,211581,None,
mambeno.dk,208088,None,
kims.dk,202312,None,
marialottes.dk,189570,None,
meyers.dk,188479,None,
isabellas.dk,187274,None,
gastromand.dk,182708,News/Blog,"Gastromand.dk is a food and lifestyle blog providing information and articles about food, cooking, and related topics."
madformadelskere.dk,181249,None,
landbrugsavisen.dk,178111,News/Blog,Landbrugsavisen.dk is a news and information website focused on agriculture and farming.
opskrifter.dk,161803,None,
foodfreaks.dk,156888,None,
cathrineyoga.dk,156372,None,
bagebixen.dk,156334,None,
foodexpo.dk,155820,None,
nuttyvegan.dk,154939,None,
voresmad.dk,154827,None,
kaffekapslen.dk,150320,None,
rigeligtsmor.dk,150140,None,
gocook.dk,143743,None,
andrupvin.dk,135468,None,
eatonline.dk,134543,None,
shake-it.dk,133655,None,
madsvin.com,128702,None,
gastromad.dk,127666,News/Blog,
danishcrown.com,122858,None,
cateringengros.dk,118728,None,
nordexfood.dk,116608,None,
hurtigmums.dk,112998,None,
annemettevoss.dk,106366,None,
chilihouse.dk,103552,None,
malinsmad.dk,102696,None,
kogebog.dk,101500,None,
billig-fitness.dk,98826,None,
onekitchenblog.com,98634,News/Blog,"One Kitchen Blog provides recipes, cooking tips, and food-related articles."
madital.dk,94068,None,
maltbazaren.dk,91164,marketplace,
dgs-tranbjerg.dk,87456,None,
madforlivet.com,85010,News/Blog,
asiatorvet.dk,84430,None,
valsemollen.dk,84356,None,
madklubben.dk,83104,None,
carlsbergdanmark.dk,82258,None,
detdanskemadhus.dk,80184,None,
louiogbearnaisen.dk,79270,None,
otto-duborg.dk,78033,marketplace,
vielskermad.dk,77696,None,
baregomad.dk,77278,None,
sundhedsdatastyrelsen.dk,1399774,None,
ob.dk,1219579,None,
carelink.dk,789706,None,
iform.dk,766355,None,
rn.dk,730515,None,
apoteket.dk,667729,None,
rm.dk,549842,None,
webapoteket.dk,463847,None,
rigshospitalet.dk,437603,None,
cancer.dk,414038,News/Blog,
minsundhedsplatform.dk,402785,None,
ssi.dk,368386,None,
regionh.dk,351053,None,
aleris.dk,347247,None,
sygeforsikring.dk,341142,None,
rsyd.dk,281807,None,
apopro.dk,281317,None,
auh.dk,261032,None,
webreq.dk,252036,None,
louisnielsen.dk,237329,None,
hospitalsenhedmidt.dk,216806,None,
netsundhedsplejerske.dk,173099,News/Blog,netsundhedsplejerske.dk is a website providing information and advice on child care and parenting.
gigtforeningen.dk,160522,None,
aarhusosteopati.dk,151486,None,
danskkiropraktorforening.dk,151486,None,
easypractice.net,140356,None,
regionsyddanmark.dk,138890,None,
regionsjaelland.dk,138860,None,
min-mave.dk,133962,None,
hjerteforeningen.dk,132146,None,
babyinstituttet.dk,131484,None,
netdyredoktor.dk,130529,None,
altiplan.dk,121030,None,
godtsmil.dk,120316,None,
baby.dk,114573,None,
australian-bodycare.dk,110024,None,
herlevhospital.dk,109042,None,
regionshospitalet-randers.dk,104752,None,
stps.dk,102586,None,
klinikagervig.dk,102032,None,
altomstoffer.dk,101528,marketplace,Altomstoffer.dk is an ecommerce platform that sells a variety of different brands of products.
psykiatrifonden.dk,100057,None,
libero.dk,99123,News/Blog,
dinapoteker.dk,98639,None,
hafaro.dk,97520,None,
billige-teste.dk,94510,None,
emailkonsultation.dk,93195,None,
fysio.dk,93118,None,
babyklar.dk,88784,None,
ibcfysioterapi.dk,87456,None,
astma-allergi.dk,86908,News/Blog,astma-allergi.dk is a website providing information about asthma and allergies.
sectra.com,84672,None,
medicinpriser.dk,84444,marketplace,
psykiatri-regionh.dk,79336,None,
anicura.dk,79261,None,
diabetes.dk,76657,News/Blog,Diabetes.dk is a website providing information and resources related to diabetes.
psykiatrienisyddanmark.dk,75757,None,
regionshospitalet-horsens.dk,73127,None,
nord-smil.dk,71684,None,
bedrelivsstil.dk,65348,News/Blog,bedrelivsstil.dk is a website that provides information and content related to better lifestyle and wellness.
laegevagten.dk,64612,None,
lunge.dk,64102,None,
sikkerrejse.dk,61922,None,
arosph.dk,61610,None,
sundhedspolitisktidsskrift.dk,60946,News/Blog,"This website appears to be a health policy journal or magazine, providing news, analysis, and commentary on health policy and related topics."
memira.dk,58928,None,
mediqdanmark.dk,58750,None,
blodproever.dk,58731,None,
vetgruppen.dk,58440,None,
thomasdambo.com,58304,None,
fueklinikken.dk,58304,None,
htlaegecenter.dk,58304,None,
hejdoktor.dk,56674,None,
ojenforeningen.dk,56508,None,
sygehuslillebaelt.dk,52710,None,
mecindo.dk,51034,None,
audionova.dk,48901,None,
voxmeter.dk,64256,None,
megafon.dk,22399,None,
norstat.no,17928,None,
kantargallup.dk,17360,None,
bt.dk,48274841,News/Blog,
bold.dk,23165110,News/Blog,"bold.dk is a Danish website focused on sports news, particularly football (soccer) news, and related content."
politiken.dk,14298658,News/Blog,Politiken.dk is a news and content publishing website providing information on various topics.
berlingske.dk,13685191,News/Blog,Berlingske.dk is a Danish news website providing news articles and content publishing.
dmi.dk,10695201,None,
jyllands-posten.dk,9734858,News/Blog,jyllands-posten.dk is a Danish news website providing news articles and content publishing.
information.dk,6686505,News/Blog,Information.dk is a news and information website providing articles and content.
medielogin.dk,5413728,None,
b.dk,5185788,News/Blog,
seoghoer.dk,4199662,News/Blog,"seoghoer.dk is a Danish website featuring news, articles, and content related to celebrities, entertainment, and lifestyle."
tipsbladet.dk,3796574,News/Blog,"tipsbladet.dk is a Danish website focused on football news, articles, and analysis."
holdet.dk,3468716,None,
fyens.dk,3274563,News/Blog,
jobindex.dk,2869488,None,
kristeligt-dagblad.dk,2693713,News/Blog,Kristeligt Dagblad is a Danish daily newspaper focusing on news and articles related to Christianity and religion.
nyheder24.dk,2596501,News/Blog,nyheder24.dk is a news and content publishing website providing information.
billedbladet.dk,2575207,News/Blog,
tv2ostjylland.dk,2444684,News/Blog,The website appears to be a news and content publishing platform.
ing.dk,2319440,News/Blog,"ing.dk is a news and information website covering engineering, technology, and science topics."
videnskab.dk,2272068,News/Blog,videnskab.dk is a news and information website focusing on science and research.
jv.dk,2115779,News/Blog,jv.dk is a news website providing information and articles.
feltet.dk,1924660,News/Blog,"Feltet.dk is a Danish website that provides news, articles, and information about cycling and related events."
jp.dk,1890560,News/Blog,JP.dk is a news and media website providing information and articles.
nordjyske.dk,1816453,News/Blog,Nordjyske.dk is a news and information website providing content related to the North Jutland region of Denmark.
sn.dk,1737976,News/Blog,"SN.dk is a news website providing local news, sports, and community information for the region of Sjælland in Denmark."
plbold.dk,1713247,None,
lokalavisen.dk,1587129,News/Blog,lokalavisen.dk is a news website providing local news and information.
tvguide.dk,1584191,None,
stiften.dk,1563300,News/Blog,stiften.dk is a news and information website providing articles and content.
avisen.dk,1508146,News/Blog,Avisen.dk is a Danish news website providing news articles and information.
avisendanmark.dk,1497271,None,
tv2nord.dk,1447103,News/Blog,tv2nord.dk is a news and information website providing content related to the northern region of Denmark.
